
H2CO                PRODUCTION RXS              INT RX RATE    TP =  1.30E+11
  60) CH4     + O1D     = H2CO    + H2           3.809E+09
  62) CH21    + O2      = H2CO    + O            1.453E+01
  66) CH23    + O2      = H2CO    + O            9.105E-01
  68) CH3     + OH      = H2CO    + H2           2.059E+06
  69) CH3     + O       = H2CO    + H            6.374E+07
  70) CH3     + O3      = H2CO    + HO2          1.915E+08
  74) H3CO    + O2      = H2CO    + HO2          1.257E+11
  75) H3CO    + O       = H2CO    + OH           3.559E+05
  76) H3CO    + OH      = H2CO    + H2O          3.786E+07

H2CO                   LOSS RXS                INT RX RATE    TL =  1.29E+11
  38) H2CO    + HV      = H2      + CO           7.407E+09
  39) H2CO    + HV      = HCO     + H            5.463E+09
  41) H2CO    + H       = H2      + HCO          6.250E+05
  45) H2CO    + OH      = H2O     + HCO          9.353E+10
  48) H2CO    + O       = HCO     + OH           7.450E+09
 109) CL      + H2CO    = HCL     + HCO          1.373E+10
 185) HS      + H2CO    = H2S     + HCO          1.310E+04

O                   PRODUCTION RXS              INT RX RATE    TP =  1.67E+14
   8) H       + HO2     = H2O     + O            3.189E+06
  20) OH      + OH      = H2O     + O            1.742E+08
  21) O1D     + N2      = O       + N2           1.161E+13
  22) O1D     + O2      = O       + O2           4.546E+12
  23) O2      + HV      = O       + O1D          4.155E+00
  24) O2      + HV      = O       + O            8.116E+11
  27) O3      + HV      = O2      + O            1.489E+14
  29) CO2     + HV      = CO      + O            2.596E+08
  50) HO2     + HV      = OH      + O            8.024E+08
  53) N2O     + HV      = N2      + O            6.648E+08
  56) NO      + HV      = N       + O            1.250E+07
  57) NO2     + HV      = NO      + O            3.958E+11
  62) CH21    + O2      = H2CO    + O            1.453E+01
  66) CH23    + O2      = H2CO    + O            9.105E-01
  79) N       + O2      = NO      + O            7.526E+06
  82) N       + NO      = N2      + O            2.530E+06
 133) CLO2    + HV      = CLO     + O            1.609E+05
 151) NO3     + HV      = NO2     + O            1.461E+10
 157) SO2     + HV      = SO      + O            1.276E+08
 159) SO      + O2      = O       + SO2          1.546E+08
 180) S       + O2      = SO      + O            5.465E+07
 194) SO21    + O2      = SO3     + O            2.715E+04
 211) HSO     + HV      = HS      + O            1.209E+04

O                      LOSS RXS                INT RX RATE    TL =  1.67E+14
   3) H2      + O       = OH      + H            3.458E+06
  10) OH      + O       = H       + O2           2.068E+11
  13) HO2     + O       = OH      + O2           4.958E+11
  17) O       + O       = O2      +              3.173E+07
  18) O       + O2      = O3      +              1.661E+14
  19) O       + O3      = O2      + O2           3.369E+10
  31) CO      + O       = CO2     +              5.283E+07
  36) O       + HCO     = H       + CO2          9.424E+04
  37) O       + HCO     = OH      + CO           9.424E+04
  48) H2CO    + O       = HCO     + OH           7.450E+09
  49) H2O2    + O       = OH      + HO2          3.919E+07
  69) CH3     + O       = H2CO    + H            6.374E+07
  75) H3CO    + O       = H2CO    + OH           3.559E+05
  84) NO      + O       = NO2     +              2.250E+07
  87) NO2     + O       = NO      + O2           1.676E+11
  93) HO2NO2  + O       = NO2     + OH      O2   9.829E+04
 100) O       + NO3     = O2      + NO2          1.379E+07
 120) CLO     + O       = CL      + O2           1.333E+11
 128) HCL     + O       = CL      + OH           5.185E+06
 129) HOCL    + O       = CLO     + OH           6.006E+07
 130) CLONO2  + O       = CL      + O2      NO2  8.861E+07
 149) CLO2    + O       = CLO     + O2           5.729E+03
 150) NO2     + O       = NO3     +              1.698E+08
 161) SO      + O       = SO2     +              2.759E+03
 164) SO2     + O       = SO3     +              1.139E+05
 169) HSO3    + O       = OH      + SO3          3.848E-01
 172) H2S     + O       = OH      + HS           1.942E+05
 173) HS      + O       = H       + SO           1.270E+02
 216) HSO     + O       = OH      + SO           6.160E+06

H2O                 PRODUCTION RXS              INT RX RATE    TP =  3.07E+11
   4) H2      + OH      = H2O     + H            5.049E+09
   8) H       + HO2     = H2O     + O            3.189E+06
  11) OH      + HO2     = H2O     + O2           4.008E+10
  16) H2O2    + OH      = HO2     + H2O          5.801E+09
  20) OH      + OH      = H2O     + O            1.742E+08
  35) OH      + HCO     = H2O     + CO           1.785E+03
  45) H2CO    + OH      = H2O     + HCO          9.353E+10
  46) H       + OH      = H2O     +              3.194E+04
  58) CH4     + OH      = CH3     + H2O          6.045E+10
  76) H3CO    + OH      = H2CO    + H2O          3.786E+07
  90) HNO3    + OH      = H2O     + NO3          8.096E+06
  92) HO2NO2  + OH      = NO2     + H2O     O2   2.685E+08
  96) CH3OOH  + OH      = CH3O2   + H2O          6.316E+10
 104) CH3CL   + OH      = CL      + H2O          2.669E+08
 125) HCL     + OH      = CL      + H2O          4.164E+10
 126) HOCL    + OH      = CLO     + H2O          1.534E+09
 167) HSO3    + OH      = H2O     + SO3          1.211E-02
 170) H2S     + OH      = H2O     + HS           7.608E+06
 212) HSO     + OH      = H2O     + SO           2.664E+05

H2O                    LOSS RXS                INT RX RATE    TL =  5.88E+10
   1) H2O     + O1D     = OH      + OH           3.474E+10
  25) H2O     + HV      = H       + OH           2.682E+10
 155) N2O5    + H2O     = HNO3    + HNO3         2.609E+09
 165) SO3     + H2O     = H2SO4   +              2.330E+06

OH                  PRODUCTION RXS              INT RX RATE    TP =  9.58E+11
   1) H2O     + O1D     = OH      + OH           3.474E+10
   2) H2      + O1D     = OH      + H            2.714E+09
   3) H2      + O       = OH      + H            3.458E+06
   5) H       + O3      = OH      + O2           8.873E+10
   9) H       + HO2     = OH      + OH           1.435E+08
  13) HO2     + O       = OH      + O2           4.958E+11
  14) HO2     + O3      = OH      + O2      O2   1.297E+11
  25) H2O     + HV      = H       + OH           2.682E+10
  28) H2O2    + HV      = OH      + OH           7.591E+09
  37) O       + HCO     = OH      + CO           9.424E+04
  48) H2CO    + O       = HCO     + OH           7.450E+09
  49) H2O2    + O       = OH      + HO2          3.919E+07
  50) HO2     + HV      = OH      + O            8.024E+08
  52) CH3OOH  + HV      = H3CO    + OH           9.099E+09
  54) HNO2    + HV      = NO      + OH           8.089E+06
