
H2CO                PRODUCTION RXS              INT RX RATE    TP =  1.16E+11
  60) CH4     + O1D     = H2CO    + H2           1.054E+08
  62) CH21    + O2      = H2CO    + O            2.494E+02
  66) CH23    + O2      = H2CO    + O            1.563E+01
  68) CH3     + OH      = H2CO    + H2           4.417E+03
  69) CH3     + O       = H2CO    + H            8.736E+05
  70) CH3     + O3      = H2CO    + HO2          1.744E+06
  74) H3CO    + O2      = H2CO    + HO2          1.157E+11
  75) H3CO    + O       = H2CO    + OH           7.209E+02
  76) H3CO    + OH      = H2CO    + H2O          4.016E+04

H2CO                   LOSS RXS                INT RX RATE    TL =  1.15E+11
  38) H2CO    + HV      = H2      + CO           4.585E+10
  39) H2CO    + HV      = HCO     + H            2.682E+10
  41) H2CO    + H       = H2      + HCO          4.864E+03
  45) H2CO    + OH      = H2O     + HCO          3.906E+10
  48) H2CO    + O       = HCO     + OH           1.741E+08
 109) CL      + H2CO    = HCL     + HCO          1.132E+08
 185) HS      + H2CO    = H2S     + HCO          2.082E+05

O                   PRODUCTION RXS              INT RX RATE    TP =  2.01E+15
   8) H       + HO2     = H2O     + O            1.437E+07
  20) OH      + OH      = H2O     + O            6.191E+08
  21) O1D     + N2      = O       + N2           4.260E+14
  22) O1D     + O2      = O       + O2           1.717E+14
  23) O2      + HV      = O       + O1D          1.010E+06
  24) O2      + HV      = O       + O            6.413E+12
  27) O3      + HV      = O2      + O            1.374E+15
  29) CO2     + HV      = CO      + O            9.300E+08
  50) HO2     + HV      = OH      + O            3.382E+09
  53) N2O     + HV      = N2      + O            5.721E+08
  56) NO      + HV      = N       + O            1.019E+08
  57) NO2     + HV      = NO      + O            2.112E+13
  62) CH21    + O2      = H2CO    + O            2.494E+02
  66) CH23    + O2      = H2CO    + O            1.563E+01
  79) N       + O2      = NO      + O            9.088E+07
  82) N       + NO      = N2      + O            9.399E+06
 133) CLO2    + HV      = CLO     + O            1.387E+04
 151) NO3     + HV      = NO2     + O            1.526E+10
 157) SO2     + HV      = SO      + O            3.945E+05
 159) SO      + O2      = O       + SO2          3.336E+08
 180) S       + O2      = SO      + O            1.691E+05
 194) SO21    + O2      = SO3     + O            3.753E+05
 211) HSO     + HV      = HS      + O            4.758E+00

O                      LOSS RXS                INT RX RATE    TL =  2.01E+15
   3) H2      + O       = OH      + H            3.883E+06
  10) OH      + O       = H       + O2           2.288E+12
  13) HO2     + O       = OH      + O2           2.015E+12
  17) O       + O       = O2      +              8.853E+08
  18) O       + O2      = O3      +              1.997E+15
  19) O       + O3      = O2      + O2           1.088E+12
  31) CO      + O       = CO2     +              1.903E+05
  36) O       + HCO     = H       + CO2          1.408E+03
  37) O       + HCO     = OH      + CO           1.408E+03
  48) H2CO    + O       = HCO     + OH           1.741E+08
  49) H2O2    + O       = OH      + HO2          4.667E+06
  69) CH3     + O       = H2CO    + H            8.736E+05
  75) H3CO    + O       = H2CO    + OH           7.209E+02
  84) NO      + O       = NO2     +              5.893E+09
  87) NO2     + O       = NO      + O2           2.492E+12
  93) HO2NO2  + O       = NO2     + OH      O2   1.017E+05
 100) O       + NO3     = O2      + NO2          3.288E+08
 120) CLO     + O       = CL      + O2           3.603E+11
 128) HCL     + O       = CL      + OH           1.268E+06
 129) HOCL    + O       = CLO     + OH           4.538E+06
 130) CLONO2  + O       = CL      + O2      NO2  1.580E+08
 149) CLO2    + O       = CLO     + O2           1.419E+03
 150) NO2     + O       = NO3     +              4.635E+09
 161) SO      + O       = SO2     +              6.723E+01
 164) SO2     + O       = SO3     +              5.100E+04
 169) HSO3    + O       = OH      + SO3          6.179E-03
 172) H2S     + O       = OH      + HS           1.762E+03
 173) HS      + O       = H       + SO           7.655E+01
 216) HSO     + O       = OH      + SO           4.412E+05

H2O                 PRODUCTION RXS              INT RX RATE    TP =  4.00E+10
   4) H2      + OH      = H2O     + H            4.204E+10
   8) H       + HO2     = H2O     + O            1.437E+07
  11) OH      + HO2     = H2O     + O2           5.433E+10
  16) H2O2    + OH      = HO2     + H2O          2.794E+10
  20) OH      + OH      = H2O     + O            6.191E+08
  35) OH      + HCO     = H2O     + CO           6.965E+00
  45) H2CO    + OH      = H2O     + HCO          3.906E+10
  46) H       + OH      = H2O     +              1.401E+05
  58) CH4     + OH      = CH3     + H2O          1.236E+11
  76) H3CO    + OH      = H2CO    + H2O          4.016E+04
  90) HNO3    + OH      = H2O     + NO3          5.268E+09
  92) HO2NO2  + OH      = NO2     + H2O     O2   5.025E+09
  96) CH3OOH  + OH      = CH3O2   + H2O          5.600E+10
 104) CH3CL   + OH      = CL      + H2O          3.207E+08
 125) HCL     + OH      = CL      + H2O          7.064E+08
 126) HOCL    + OH      = CLO     + H2O          2.452E+07
 167) HSO3    + OH      = H2O     + SO3          3.255E-02
 170) H2S     + OH      = H2O     + HS           3.354E+08
 212) HSO     + OH      = H2O     + SO           2.048E+08

H2O                    LOSS RXS                INT RX RATE    TL =  3.27E+10
   1) H2O     + O1D     = OH      + OH           1.483E+11
  25) H2O     + HV      = H       + OH           5.576E+09
 155) N2O5    + H2O     = HNO3    + HNO3         1.649E+08
 165) SO3     + H2O     = H2SO4   +              2.377E+09

OH                  PRODUCTION RXS              INT RX RATE    TP =  3.48E+12
   1) H2O     + O1D     = OH      + OH           1.483E+11
   2) H2      + O1D     = OH      + H            4.605E+08
   3) H2      + O       = OH      + H            3.883E+06
   5) H       + O3      = OH      + O2           3.893E+11
   9) H       + HO2     = OH      + OH           6.467E+08
  13) HO2     + O       = OH      + O2           2.015E+12
  14) HO2     + O3      = OH      + O2      O2   1.796E+11
  25) H2O     + HV      = H       + OH           5.576E+09
  28) H2O2    + HV      = OH      + OH           3.173E+10
  37) O       + HCO     = OH      + CO           1.408E+03
  48) H2CO    + O       = HCO     + OH           1.741E+08
  49) H2O2    + O       = OH      + HO2          4.667E+06
  50) HO2     + HV      = OH      + O            3.382E+09
  52) CH3OOH  + HV      = H3CO    + OH           1.187E+10
  54) HNO2    + HV      = NO      + OH           5.738E+09
  55) HNO3    + HV      = NO2     + OH           1.296E+10
  59) CH4     + O1D     = CH3     + OH           1.054E+09
  75) H3CO    + O       = H2CO    + OH           7.209E+02
  85) NO      + HO2     = NO2     + OH           4.965E+11
  89) NO2     + H       = NO      + OH           1.994E+08
  93) HO2NO2  + O       = NO2     + OH      O2   1.017E+05
 112) CL      + HO2     = CLO     + OH           2.073E+07
 128) HCL     + O       = CL      + OH           1.268E+06
 129) HOCL    + O       = CLO     + OH           4.538E+06
 135) HOCL    + HV      = OH      + CL           1.949E+09
 146) CL      + HOCL    = CL2     + OH           8.342E+05
 160) SO      + HO2     = SO2     + OH           1.257E+04
 169) HSO3    + O       = OH      + SO3          6.179E-03
 172) H2S     + O       = OH      + HS           1.762E+03
 174) HS      + O2      = OH      + SO           1.280E+08
 184) S       + HO2     = SO      + OH           7.813E-04
 188) H2SO4   + HV      = SO2     + OH      OH   1.566E+03
 213) HSO     + H       = HS      + OH           8.579E+00
 216) HSO     + O       = OH      + SO           4.412E+05

OH                     LOSS RXS                INT RX RATE    TL =  3.48E+12
   4) H2      + OH      = H2O     + H            4.204E+10
  10) OH      + O       = H       + O2           2.288E+12
  11) OH      + HO2     = H2O     + O2           5.433E+10
  12) OH      + O3      = HO2     + O2           4.464E+11
  16) H2O2    + OH      = HO2     + H2O          2.794E+10
  20) OH      + OH      = H2O     + O            6.191E+08
  30) CO      + OH      = CO2     + H            3.490E+11
  35) OH      + HCO     = H2O     + CO           6.965E+00
  45) H2CO    + OH      = H2O     + HCO          3.906E+10
  46) H       + OH      = H2O     +              1.401E+05
  47) OH      + OH      = H2O2    +              2.075E+07
  58) CH4     + OH      = CH3     + H2O          1.236E+11
  68) CH3     + OH      = H2CO    + H2           4.417E+03
  76) H3CO    + OH      = H2CO    + H2O          4.016E+04
  81) N       + OH      = NO      + H            1.595E+06
  86) NO      + OH      = HNO2    +              5.739E+09
  88) NO2     + OH      = HNO3    +              2.361E+10
  90) HNO3    + OH      = H2O     + NO3          5.268E+09
  92) HO2NO2  + OH      = NO2     + H2O     O2   5.025E+09
  96) CH3OOH  + OH      = CH3O2   + H2O          5.600E+10
  97) CH3O2   + OH      = H3CO    + HO2          1.083E+10
 103) OH      + NO3     = HO2     + NO2          4.675E+07
 104) CH3CL   + OH      = CL      + H2O          3.207E+08
 124) CLO     + OH      = CL      + HO2          3.096E+09
 125) HCL     + OH      = CL      + H2O          7.064E+08
 126) HOCL    + OH      = CLO     + H2O          2.452E+07
 127) CLONO2  + OH      = CL      + HO2     NO2  5.379E+07
 131) CL2     + OH      = HOCL    + CL           2.220E+02
 148) CLONO   + OH      = HOCL    + NO2          1.491E+03
 162) SO      + OH      = SO2     + H            4.528E+03
 163) SO2     + OH      = HSO3    +              2.376E+09
 167) HSO3    + OH      = H2O     + SO3          3.255E-02
 170) H2S     + OH      = H2O     + HS           3.354E+08
 181) S       + OH      = SO      + H            7.268E-03
 212) HSO     + OH      = H2O     + SO           2.048E+08

HO2                 PRODUCTION RXS              INT RX RATE    TP =  3.09E+12
   6) H       + O2      = HO2     +              2.321E+12
  12) OH      + O3      = HO2     + O2           4.464E+11
  16) H2O2    + OH      = HO2     + H2O          2.794E+10
  44) HCO     + O2      = HO2     + CO           6.617E+10
  49) H2O2    + O       = OH      + HO2          4.667E+06
  70) CH3     + O3      = H2CO    + HO2          1.744E+06
  74) H3CO    + O2      = H2CO    + HO2          1.157E+11
  94) HO2NO2  + HV      = HO2     + NO2          9.365E+10
  95) HO2NO2  + HV      = HO2     + NO2          3.502E+09
  97) CH3O2   + OH      = H3CO    + HO2          1.083E+10
 103) OH      + NO3     = HO2     + NO2          4.675E+07
 110) CL      + H2O2    = HCL     + HO2          1.373E+06
 124) CLO     + OH      = CL      + HO2          3.096E+09
 127) CLONO2  + OH      = CL      + HO2     NO2  5.379E+07
 166) HSO3    + O2      = HO2     + SO3          2.376E+09

HO2                    LOSS RXS                INT RX RATE    TL =  3.09E+12
   7) H       + HO2     = H2      + O2           5.748E+07
   8) H       + HO2     = H2O     + O            1.437E+07
   9) H       + HO2     = OH      + OH           6.467E+08
  11) OH      + HO2     = H2O     + O2           5.433E+10
  13) HO2     + O       = OH      + O2           2.015E+12
  14) HO2     + O3      = OH      + O2      O2   1.796E+11
  15) HO2     + HO2     = H2O2    + O2           7.975E+10
  50) HO2     + HV      = OH      + O            3.382E+09
  71) CH3O2   + HO2     = CH3OOH  + O2           7.744E+10
  85) NO      + HO2     = NO2     + OH           4.965E+11
  91) HO2     + NO2     = HO2NO2  +              1.023E+11
 111) CL      + HO2     = HCL     + O2           9.849E+07
 112) CL      + HO2     = CLO     + OH           2.073E+07
 123) CLO     + HO2     = HOCL    + O2           1.981E+09
 140) HO2     + NO3     = HNO3    + O2           1.753E+08
 160) SO      + HO2     = SO2     + OH           1.257E+04
 175) HS      + HO2     = H2S     + O2           3.757E+05
